client_id,product_id,risk_score,priority_score,risk_level,priority_level,inactivity_score,inactivity_ratio,expected_cycle_days,days_since_last_order,is_inactive,volume_drift_score,interval_drift_score,peer_drift_score,potential_gap,drift_signal_count,peer_avg_growth,peer_avg_similarity,peer_group_type,client_product_embedding_cosine,client_product_preference_gap
11999,5100,0.6096992209726063,5.716460165303663,high,critical,0.16,0.4,45.0,18,False,0.8919999386576766,0.9954102024152305,0.8241146388342736,4340.039999999994,3,-0.080504637096667,0.982185735420188,embedding_weighted,0.5734863786007608,10.227288884768589
40897,5099,0.6654748492826977,0.6654748492826977,high,medium,0.29333333333333333,0.7333333333333333,45.0,33,False,0.8999999999999999,0.9935678695455231,0.8295196136017317,0.0,3,-0.12013338795715173,0.993584992456158,embedding_weighted,0.6137057783820238,1.076423576490777
1000073983,5099,0.6878598205706163,0.6878598205706163,high,medium,0.3555555555555555,0.8888888888888888,45.0,40,False,0.8999999999999999,0.9903457431889152,0.8171229980707411,0.0,3,-0.17977657979091566,0.9944468264899402,embedding_weighted,0.5839772235615253,5.576118119920468
42046,5103,0.7314214570123038,0.7314214570123038,high,high,0.4622222222222222,1.1555555555555554,45.0,52,False,0.8999999999999999,0.9915070774354704,0.8215410175754718,0.0,3,-0.1594707200382234,0.9824989043076101,embedding_weighted,0.9399466150565674,5.6162480878938466
40897,5115,0.6639322440711909,0.6639322440711909,high,medium,0.29333333333333333,0.7333333333333333,45.0,33,False,0.8999999999999999,0.9919134135737495,0.821441520154051,0.0,3,-0.15993908477820667,0.9928622706742012,embedding_weighted,0.5764184458144027,3.954857536981505
1000063806,5099,0.7461354539674728,0.7461354539674728,high,high,0.49777777777777776,1.2444444444444445,45.0,56,False,0.8999999999999999,0.9940475521331009,0.8214322161982768,0.0,3,-0.15998285465335735,0.9988413269533235,embedding_weighted,0.8078021561510769,1.5314161406442608
35886,5115,0.6639429861590809,0.6639429861590809,high,medium,0.28444444444444444,0.7111111111111111,45.0,32,False,0.8999999999999999,0.9883260419065162,0.85,0.0,3,0.0,0.995832878883906,embedding_weighted,0.7661449763784327,4.092594633777672
4549,5115,0.6685312218830152,0.6685312218830152,high,medium,0.3022222222222222,0.7555555555555555,45.0,34,False,0.8999999999999999,0.9855257464301168,0.8369145580540198,0.0,3,-0.0802367261592517,0.9937188531537283,embedding_weighted,0.853237283020219,1.771248757477201
41964,5099,0.6822420277561884,0.6822420277561884,high,medium,0.3377777777777778,0.8444444444444444,45.0,38,False,0.8999999999999999,0.9884954925498621,0.8295454542340321,0.0,3,-0.12000000160777002,0.9999999673445576,embedding_weighted,0.9991449374334344,1.9231997324834964
1000081096,5115,0.665589492911888,0.665589492911888,high,medium,0.29333333333333333,0.7333333333333333,45.0,33,False,0.8999999999999999,0.9885726514016691,0.8369441953214722,0.0,3,-0.08006954860802315,0.9963457968251507,embedding_weighted,0.7419277651401904,4.609452795571004
1000082170,5108,0.6696500082188921,0.6696500082188921,high,medium,0.3022222222222222,0.7555555555555555,45.0,34,False,0.8999999999999999,0.9859928168291431,0.8437503730944965,0.0,3,-0.0399977077019397,0.9999043872442946,embedding_weighted,0.997449010978415,6.842342153416775
29805,5099,0.6918533188588551,0.6918533188588551,high,medium,0.36444444444444446,0.9111111111111111,45.0,41,False,0.8999999999999999,0.9832618025751072,0.8294878704403734,0.0,3,-0.12029718714206587,0.993216102574118,embedding_weighted,0.6101528309263462,1.6529669565484557
28853,5099,0.6590594116102302,0.6590594116102302,high,medium,0.28444444444444444,0.7111111111111111,45.0,32,False,0.8999999999999999,0.9792490354401177,0.8295455116295261,0.0,3,-0.11999970529386782,0.9999667882104477,embedding_weighted,0.9988362490401675,2.7862301954107718
32269,5099,0.694596867253564,0.694596867253564,high,medium,0.37333333333333335,0.9333333333333333,45.0,42,False,0.8999999999999999,0.9920802534318901,0.812316554892351,0.0,3,-0.2007819341020461,0.9928733862702669,embedding_weighted,0.8030381945543286,-1.5273901276197535
1000082307,5099,0.6851455553974153,0.6851455553974153,high,medium,0.3466666666666667,0.8666666666666667,45.0,39,False,0.8999999999999999,0.9913230408442446,0.8214285370793311,0.0,3,-0.16000016157879526,0.9999905258253969,embedding_weighted,0.9982453602801478,0.9897738907782436
40439,5116,0.760879978968305,7.241560443341375,high,critical,0.5244444444444445,1.3111111111111111,45.0,59,False,0.8999999999999999,0.9930110059526358,0.85,4999.779999999999,3,0.0,0.9729706599182444,embedding_weighted,0.510832914267591,9.553859610120805
1000075869,5115,0.7247611189167427,0.7247611189167427,high,high,0.43555555555555553,1.0888888888888888,45.0,49,False,0.8999999999999999,0.9901944834726022,0.85,0.0,3,0.0,0.9983645870345828,embedding_weighted,0.8482114477100692,2.648538566869438
34627,5099,0.6589791428836749,0.6589791428836749,high,medium,0.27555555555555555,0.6888888888888889,45.0,31,False,0.8999999999999999,0.9859539570659019,0.8437741949884815,0.0,3,-0.039851322968439254,0.9946872804146142,embedding_weighted,0.8554859855252323,-0.01026687578867147
1000068305,5103,0.6653167544091333,0.6653167544091333,high,medium,0.29333333333333333,0.7333333333333333,45.0,33,False,0.8999999999999999,0.9821006836544437,0.8437552289660749,0.0,3,-0.039967872157265154,0.9935325053646519,embedding_weighted,0.8378840596819861,6.758959360502249
34627,5115,0.6574794837923237,0.6574794837923237,high,medium,0.27555555555555555,0.6888888888888889,45.0,31,False,0.8999999999999999,0.9877144317103438,0.8314291681868847,0.0,3,-0.11016634143268422,0.9939378236307718,embedding_weighted,0.8126019343015889,3.2698328037654933
6525,5099,0.7097113184990785,0.7097113184990785,high,high,0.4,1.0,45.0,45,False,0.8999999999999999,0.990746364072239,0.8437469712308712,0.0,3,-0.04001860839681984,0.9979571106699503,embedding_weighted,0.7753113740509257,3.30899755002829
8191,5099,0.7464874797430139,0.7464874797430139,high,high,0.48888888888888893,1.2222222222222223,45.0,55,False,0.8999999999999999,0.9921596209372917,0.85,0.0,3,0.0,0.9986324196912806,embedding_weighted,0.7484737966207841,3.784447899615791
2975,5115,0.6988715228432498,0.6988715228432498,high,medium,0.37333333333333335,0.9333333333333333,45.0,42,False,0.8999999999999999,0.9898911477509205,0.8437330663982163,0.0,3,-0.04010402877523505,0.9922845812123121,embedding_weighted,0.693646076392394,2.5820007644871366
11018,5099,0.7424831841874007,0.7424831841874007,high,high,0.48888888888888893,1.2222222222222223,45.0,55,False,0.8999999999999999,0.9919913189965245,0.8235290988836008,0.0,3,-0.15000150704131693,0.9999788656826994,embedding_weighted,0.999526213474426,1.820644537137989
29271,5099,0.6617637538597619,0.6617637538597619,high,medium,0.28444444444444444,0.7111111111111111,45.0,32,False,0.8999999999999999,0.9871960702031546,0.8369784136090218,0.0,3,-0.07987645488707389,0.9952416418111505,embedding_weighted,0.5753903381932646,3.415248527756562
10111,5099,0.6683615264854722,0.6683615264854722,high,medium,0.3111111111111111,0.7777777777777778,45.0,35,False,0.8999999999999999,0.9785058175137782,0.8214394569218136,0.0,3,-0.159948791518183,0.9966724619635472,embedding_weighted,0.6823943851068739,2.0043036447228744
1000082043,5103,0.713217204935773,0.713217204935773,high,high,0.40888888888888886,1.0222222222222221,45.0,46,False,0.8999999999999999,0.9858082469010878,0.85,0.0,3,0.0,0.9940540673926477,embedding_weighted,0.7318850552194782,7.151060298080607
1000042603,5099,0.6914620840601378,0.6914620840601378,high,medium,0.36444444444444446,0.9111111111111111,45.0,41,False,0.8999999999999999,0.9853236305750589,0.8241305344489882,0.0,3,-0.14709469588686627,0.990653285073157,embedding_weighted,0.6270300664499584,1.6287297657084956
29795,5115,0.697374652186091,0.697374652186091,high,medium,0.37333333333333335,0.9333333333333333,45.0,42,False,0.8999999999999999,0.9930466857520369,0.8295465446823348,0.0,3,-0.11999437195067195,0.9957500162464252,embedding_weighted,0.7459642469128918,4.0756960637031545
4048,5099,0.7205371112782092,0.7205371112782092,high,high,0.43555555555555553,1.0888888888888888,45.0,49,False,0.8999999999999999,0.990481760757284,0.8214569126968673,0.0,3,-0.15986666151163753,0.997187495514641,embedding_weighted,0.8274091996518437,4.204036613604856
1000081881,5107,0.7084088532194355,0.7084088532194355,high,high,0.4,1.0,45.0,45,False,0.8999999999999999,0.9893270307252146,0.8369563138292843,0.0,3,-0.08000117316446267,0.9999780308540892,embedding_weighted,0.9946044520115901,6.648420718856162
29477,5099,0.7203489156972569,0.7203489156972569,high,high,0.42666666666666664,1.0666666666666667,45.0,48,False,0.8999999999999999,0.9859112451529513,0.85,0.0,3,0.0,0.9979946860070883,embedding_weighted,0.6683310141372067,3.4016045653450604
26192,5099,0.6580121495352055,0.6580121495352055,high,medium,0.27555555555555555,0.6888888888888889,45.0,31,False,0.8999999999999999,0.9862146529562982,0.8369799781448246,0.0,3,-0.07986762427710993,0.9927601802273232,embedding_weighted,0.7593791972695029,0.249798139632043
41062,5099,0.6929945258301649,0.6929945258301649,high,medium,0.37333333333333335,0.9333333333333333,45.0,42,False,0.8999999999999999,0.9913464098695304,0.8026127368195025,0.0,3,-0.24007254782779452,0.9908193175447368,embedding_weighted,0.762801352987938,-0.14245955413573874
1000076744,5099,0.7190621216799279,0.7190621216799279,high,high,0.43555555555555553,1.0888888888888888,45.0,49,False,0.8999999999999999,0.9899559170023561,0.8123247737148963,0.0,3,-0.20074693410983263,0.9927687011960795,embedding_weighted,0.8123271085214977,-0.12223209261992807
6716,5108,0.6849240551703009,0.6849240551703009,high,medium,0.3466666666666667,0.8666666666666667,45.0,39,False,0.8999999999999999,0.973469387755102,0.8437567396840917,0.0,3,-0.03995858959474494,0.9963651925036265,embedding_weighted,0.8756171213802305,5.28482368604863
7000,5115,0.6699035171771964,0.6699035171771964,high,medium,0.3022222222222222,0.7555555555555555,45.0,34,False,0.8999999999999999,0.9872383919010999,0.8437796660539171,0.0,3,-0.03981769715221405,0.9964581209630446,embedding_weighted,0.5433429237344989,3.7588467490364765
1000058696,5099,0.7233063126856512,0.7233063126856512,high,high,0.43555555555555553,1.0888888888888888,45.0,49,False,0.8999999999999999,0.9829204523171449,0.85,0.0,3,0.0,0.9980690261647063,embedding_weighted,0.6720912547189882,2.1754552397938145
1000078373,5099,0.7442796443377024,0.7442796443377024,high,high,0.48888888888888893,1.2222222222222223,45.0,55,False,0.8999999999999999,0.9870416266248545,0.8421050897145068,0.0,3,-0.05000104354990421,0.9999933254011916,embedding_weighted,0.9990451982154495,0.3014667946681975
28478,5115,0.6672622671525061,0.6672622671525061,high,medium,0.3022222222222222,0.7555555555555555,45.0,34,False,0.8999999999999999,0.9828091088724045,0.8320770432609093,0.0,3,-0.1067332131778643,0.9972959883865883,embedding_weighted,0.5435910513187976,3.000011273641384
7283,5099,0.664107649636296,0.664107649636296,high,medium,0.3022222222222222,0.7555555555555555,45.0,34,False,0.8999999999999999,0.9689306966400192,0.8295508094626886,0.0,3,-0.11997235347876323,0.9978493938737115,embedding_weighted,0.8053717335435938,5.362544843504426
14674,5099,0.7572914402067336,0.7572914402067336,high,high,0.5244444444444445,1.3111111111111111,45.0,59,False,0.8999999999999999,0.9933786731682279,0.8255861853020677,0.0,3,-0.13997638168865545,0.9848257346465388,embedding_weighted,0.6621330512682101,1.327677327826315
1000056820,5099,0.7303867480658484,0.7303867480658484,high,high,0.47111111111111115,1.1777777777777778,45.0,53,False,0.8999999999999999,0.9909864481563189,0.7916334266009346,0.0,3,-0.2801148593410961,0.9865405154691743,embedding_weighted,0.843932716712974,-1.1331510586701175
238,5099,0.6768358921435289,0.6768358921435289,high,medium,0.3466666666666667,0.8666666666666667,45.0,39,False,0.8999999999999999,0.9814548500820273,0.7791883697363778,0.0,3,-0.32068795551702445,0.9888055313433293,embedding_weighted,0.7778017238781204,-0.8094071338665696
40890,5103,0.6900883875201738,0.6900883875201738,high,medium,0.36444444444444446,0.9111111111111111,45.0,41,False,0.8999999999999999,0.9803991715307852,0.8215385029082596,0.0,3,-0.159482563777381,0.9858693611087515,embedding_weighted,0.7454546589734863,5.8906808057388815
41964,5115,0.6808032783609128,0.6808032783609128,high,medium,0.3377777777777778,0.8444444444444444,45.0,38,False,0.8999999999999999,0.981301745457152,0.8295454543891418,0.0,3,-0.12000000080699028,0.9999999673445576,embedding_weighted,0.9982171614462336,3.872098610753114
24279,5103,0.6604485647241312,0.6604485647241312,high,medium,0.29333333333333333,0.7333333333333333,45.0,33,False,0.8999999999999999,0.9629070014896786,0.8368922072857478,0.0,3,-0.0803627619264991,0.9882481189214541,embedding_weighted,0.8135895438237816,5.728671744153998
1000065508,5099,0.6529114991914376,0.6529114991914376,high,medium,0.27555555555555555,0.6888888888888889,45.0,31,False,0.8999999999999999,0.972395388556789,0.8214013283857183,0.0,3,-0.16012813172567156,0.9983466897491504,embedding_weighted,0.8351524059944248,1.7692189239412244
33931,5115,0.6870810164705976,0.6870810164705976,high,medium,0.3555555555555555,0.8888888888888888,45.0,40,False,0.8999999999999999,0.9832225263981227,0.8214285931250059,0.0,3,-0.1599998979399593,0.999994844150714,embedding_weighted,0.9980400149174654,2.985276971194237
35674,5099,0.7275086363994648,0.7275086363994648,high,high,0.4622222222222222,1.1555555555555554,45.0,52,False,0.8999999999999999,0.9862429605792438,0.8024743692981812,0.0,3,-0.24060488015128847,0.9887849038002724,embedding_weighted,0.8214415214566801,-1.2225446839651752
16694,5099,0.7110219293221847,0.7110219293221847,high,high,0.40888888888888886,1.0222222222222221,45.0,46,False,0.8999999999999999,0.9748318688331451,0.85,0.0,3,0.0,0.9879388168562159,embedding_weighted,0.4577095419931613,5.10243382154077
39181,5099,0.7179761503224453,0.7179761503224453,high,high,0.42666666666666664,1.0666666666666667,45.0,48,False,0.8999999999999999,0.9865611479859189,0.8333150270572998,0.0,3,-0.10009884303389364,0.9983981135797048,embedding_weighted,0.6242265637174573,5.163937285042042
