client_id,product_id,rolling_sales_30d,sales_growth_30d,days_since_last_product_order,client_product_frequency,client_product_avg_ticket,client_product_return_rate,campaign_lift_product,client_product_total_revenue,client_product_total_orders,client_product_embedding_score,client_product_embedding_cosine,client_product_preference_gap
36492,5108,2110.2415999999844,0.0,6,3.6589403973509933,623.8610407239819,0.0,-0.09390256374645059,137873.29,221,5.183785739108509,0.8424308825191169,6.650311867842015
1000075255,5099,2110.2415999999844,-0.3333333333333333,7,1.3515016685205785,1208.2048148148149,0.0,0.022427592861527106,97864.59,81,11.238208667718672,0.7899668500404731,0.253141617912803
31366,5099,651.02,0.0,145,1.1612903225806452,1541.5306666666665,0.016666666666666666,0.05888281833135707,92491.84,60,6.748215536318712,0.7176506846451416,4.686670978780446
1000068305,5099,2110.2415999999844,0.0,395,2.18104062722737,803.3896078431374,0.0,0.5565034012439699,81945.74,102,9.43179636804168,0.778977658501559,1.8820284349851626
36492,5099,959.36,0.0,10,4.214601769911504,317.97476377952756,0.0,-0.0828611550139404,80765.59,254,12.521094414958716,0.859012180693439,-1.2217757460591425
36492,5107,470.0,-0.6666666666666666,13,2.5361512791991103,527.9747368421052,0.0,0.1890300944823708,80252.16,152,4.054929255253977,0.8304861724355059,7.238012161910075
1000080460,5099,2110.2415999999844,0.0,28,1.1590145576707727,1095.0402898550724,0.0,0.03843712411843722,75557.78,69,9.04351156779847,0.7835807510870688,2.1891546075775743
1000075177,5099,1199.23,0.0,77,1.206896551724138,1069.9815714285714,0.0,0.3933627128244273,74898.71,70,13.661507810668494,0.7759289617352805,-2.437602512999785
36492,5103,2110.2415999999844,0.0,6,1.5066225165562914,822.6094505494506,0.0,-0.15810016484604017,74857.46,91,4.708148277852866,0.8680183847719829,6.515206131660051
25307,5099,2055.8199999999997,-0.6666623428845679,14,1.0689655172413792,1129.0295161290323,0.0,-0.13306571083598598,69999.83,62,9.421009157091698,0.9993104800340846,1.7352532210123606
1000060942,5099,697.96,0.0,10,2.046864231564438,703.6833333333333,0.43434343434343436,0.16745763438468964,69664.65,99,12.620745745407037,0.9969335565981888,-1.4692830965361168
11999,5100,1502.42,-0.9333328600132056,18,3.686797752808989,396.77617142857144,0.0,0.6357888104132366,69435.83,175,0.9208838126019472,0.57348637860076,10.22728888476859
40897,5099,1678.9299999999998,-1.0,33,1.443661971830986,811.3479268292683,0.0,-0.15872527649567425,66530.53,82,10.02900767312487,0.613705778382024,1.0764235764907788
1000079674,5099,1199.23,0.0,264,0.9928617780661908,1281.0354901960786,0.0,0.5285677744453139,65332.810000000005,51,7.6254079441300116,0.7712190552213154,3.461857001306286
29795,5099,1603.54,0.0,88,1.2990052662375657,866.9041891891891,0.0,0.33573914305881003,64150.909999999996,74,8.984532619953066,0.7641648391336896,2.084476523614745
1000068212,5099,2110.2415999999844,0.0,69,0.9499136442141624,1129.3732727272727,0.0,0.1932898027366947,62115.53,55,9.981778071806763,0.5903230716875857,1.0549893442691243
42046,5115,2110.2415999999844,-0.3333404476316501,19,1.2167553191489362,1015.775737704918,0.0,-0.09739876555555846,61962.32,61,9.896936508175726,0.9188594425100901,1.137361367876311
1000080459,5099,1199.23,0.0,19,0.7774647887323944,1284.3963043478261,0.0,0.3422638858346431,59082.23,46,7.582615032387597,0.6614048713547274,3.4040873743949653
30870,5099,2055.8199999999997,-0.4999981759081242,18,1.8537414965986396,537.0722935779817,0.0,-0.40686482725429746,58540.88,109,5.657915444103207,0.5090213364328691,5.3195822304203055
30335,5099,1164.98,-0.2499957080808254,18,1.078046041549691,900.369375,0.0,-0.1555554551405504,57623.64,64,9.200435629643026,0.883217842030426,1.7612699033479053
1000076771,5108,2110.2415999999844,0.0,691,1.2477396021699818,1200.2641304347826,0.0,0.9572197484532053,55212.15,46,4.032909457442571,0.9935546805257457,6.886046971089314
4767,5099,2110.2415999999844,0.0,398,1.1973875181422353,982.2474545454545,0.0,0.21380080336833968,54023.61,55,12.181730481083756,0.7931196955567421,-1.2845355186148737
1000080175,5108,2110.2415999999844,0.0,740,1.0654205607476637,1403.0363157894737,0.0,0.1400793164659735,53315.380000000005,38,1.5683545232673022,0.9985460065904972,9.315644356747585
9448,3408,2110.2415999999844,0.0,6,0.957983193277311,933.5731578947368,0.0,0.10300770440961493,53213.67,57,7.6666446152453815,0.7108768205867809,3.215444773951491
1000060942,5100,2110.2415999999844,-0.5833299023307944,10,2.610340479192938,768.4630434782608,0.7536231884057971,-0.07238714471556305,53023.95,69,1.7776706655146368,0.9978519341933169,9.100847170966365
32845,5099,479.66,-0.5000416927246195,7,2.1023359288097887,418.6721428571429,0.007936507936507936,0.10810098887421579,52752.69,126,8.425501745295412,0.6733801632516265,2.447887256202966
1430,5103,1546.48,0.0,73,0.7192982456140351,1264.3707317073172,0.0,0.2115059551006107,51839.200000000004,41,1.9093050494907404,0.3766690384804542,8.946616139552665
7000,5099,479.7,0.0,24,0.7832009080590239,1121.1691304347826,0.0,-1.0,51573.78,46,8.880437290573962,0.5354293694709811,1.9703507817238197
26095,5099,2110.2415999999844,0.0,13,0.5788876276958003,1507.2717647058823,0.0,0.687531850860453,51247.24,34,8.438382365011062,0.6375367629441858,2.406054189936496
1000077509,5099,1370.54,0.0,77,1.1430246189917936,786.7195384615385,0.015384615384615385,0.2978496464474633,51136.770000000004,65,10.210189933336434,0.7682373161052166,0.6320887087699507
11999,4565,1771.72,-0.4615544923282652,27,3.6659192825112106,229.54894495412844,0.0,0.547783364670084,50041.67,218,6.426763715606357,0.45585058060194955,4.393867604865188
1000073983,5099,719.53,-1.0,40,0.8018593840790238,1085.5571739130435,0.0,0.05971769587509207,49935.63,46,5.242391960659177,0.5839772235615251,5.576118119920471
7362,5099,2110.2415999999844,-0.5,17,0.5858701895462378,1467.8158823529411,0.0,-0.005370017420471825,49905.74,34,5.310963118321966,0.7988549900628744,5.506948224436775
39951,5107,2110.2415999999844,0.0,28,0.6662870159453304,1278.6451282051282,0.0,-0.19786610392602735,49867.16,39,3.2216434337972415,0.7690896195958351,7.595494568132839
1000081983,4912,1550.34,0.0,17,0.8280621046578494,1038.5791666666667,0.0,0.03961681410418635,49851.8,48,5.771248696970636,0.5623684786269098,5.045581245347474
42046,5103,1649.57,-1.0,52,0.698529411764706,1310.7094736842105,0.0,-0.005494373950061564,49806.96,38,5.199682001703379,0.939946615056567,5.6162480878938466
39038,5115,716.68,0.0,227,1.6140602582496413,651.2472,0.41333333333333333,-0.2960977545022066,48843.54,75,9.55701271464191,0.7914967518490802,1.2393851658554915
39965,5099,2110.2415999999844,0.0,16,0.8286358511837655,993.5402040816326,0.0,0.05044936451596198,48683.47,49,8.353930480965506,0.7513224369753473,2.4391848860781433
40897,5115,1929.28,-1.0,33,1.1544991511035654,706.3854411764705,0.0,0.030902904542838075,48034.21,68,6.824832025664997,0.5764184458144024,3.954857536981506
38978,5115,1653.64,-0.6666666666666666,14,0.7001166861143524,1197.96975,0.0,-0.6803308954640737,47918.79,40,7.4554963147356785,0.5870238933171228,3.321787535740211
29150,5099,1343.83,-0.16665839834302795,17,0.6239460370994941,1294.4475675675676,0.0,-0.1387022169316989,47894.56,37,8.328885232441936,0.769109558493818,2.4478928535501527
1000081216,4566,1328.7800000000002,-0.5999986453719132,18,1.1339633129516398,698.3642647058823,0.0,0.026672120064842205,47488.77,68,10.000443441224787,0.9955343067415017,0.7678261571817835
1000077135,5115,0.0,0.0,293,0.7820855614973262,1216.968717948718,0.02564102564102564,0.9572197484532053,47461.78,39,6.108433629442198,0.5472247696839305,4.659267474474717
1000064974,5099,1645.99,0.0,402,0.6272530641672674,1620.8327586206897,0.0,0.005248401877629453,47004.15,29,8.298637801996824,0.6717408766424223,2.4593746471606135
33122,5119,330.99,0.0,11,0.8351893095768375,936.0486,0.02,0.25886509106426664,46802.43,50,0.7483574483878124,0.7390447689455385,10.005354321430591
1000063806,5099,1075.04,-1.0,56,0.9178470254957507,857.3096296296296,0.018518518518518517,0.23473660361510373,46294.72,54,9.21138865455241,0.8078021561510768,1.531416140644268
35886,5115,2110.2415999999844,-1.0,32,0.8343195266272189,949.6089361702128,0.0,0.008159523118941605,44631.62,47,6.613625627029588,0.7661449763784323,4.092594633777676
36492,5100,1877.9900000000002,-0.12499334398296057,6,3.065296251511487,263.94934911242603,0.0,-0.3318256377463519,44607.44,169,1.7533454464523581,0.8547874205603057,8.95233291132077
36612,5115,771.72,0.0,269,1.1379986919555265,768.2979310344828,0.0,-0.005751107510885733,44561.28,58,7.675747600539964,0.9300132969293562,3.028895439718106
