client_id,product_id,risk_score,priority_score,risk_level,priority_level,inactivity_score,inactivity_ratio,expected_cycle_days,days_since_last_order,is_inactive,volume_drift_score,interval_drift_score,peer_drift_score,potential_gap,drift_signal_count
11999,5100,0.610190278869572,5.721064259929837,high,critical,0.16,0.4,45.0,18,False,0.8919999386576766,0.9954102024152305,0.8273883581473785,4340.039999999994,3
40897,5099,0.6663661962705019,0.6663661962705019,high,medium,0.29333333333333333,0.7333333333333333,45.0,33,False,0.8999999999999999,0.9935678695455231,0.835461926853759,0.0,3
1000073983,5099,0.690610659888069,0.690610659888069,high,medium,0.3555555555555555,0.8888888888888888,45.0,40,False,0.8999999999999999,0.9903457431889152,0.835461926853759,0.0,3
42046,5103,0.7343952646005969,0.7343952646005969,high,high,0.4622222222222222,1.1555555555555554,45.0,52,False,0.8999999999999999,0.9915070774354704,0.8413664014974263,0.0,3
40897,5115,0.6663966488485008,0.6663966488485008,high,medium,0.29333333333333333,0.7333333333333333,45.0,33,False,0.8999999999999999,0.9919134135737495,0.837870885336117,0.0,3
1000063806,5099,0.7482399105657951,0.7482399105657951,high,high,0.49777777777777776,1.2444444444444445,45.0,56,False,0.8999999999999999,0.9940475521331009,0.835461926853759,0.0,3
35886,5115,0.6621236189594985,0.6621236189594985,high,medium,0.28444444444444444,0.7111111111111111,45.0,32,False,0.8999999999999999,0.9883260419065162,0.837870885336117,0.0,3
4549,5115,0.6686746709753297,0.6686746709753297,high,medium,0.3022222222222222,0.7555555555555555,45.0,34,False,0.8999999999999999,0.9855257464301168,0.837870885336117,0.0,3
41964,5099,0.6831294986491474,0.6831294986491474,high,medium,0.3377777777777778,0.8444444444444444,45.0,38,False,0.8999999999999999,0.9884954925498621,0.835461926853759,0.0,3
1000081096,5115,0.6657284964140847,0.6657284964140847,high,medium,0.29333333333333333,0.7333333333333333,45.0,33,False,0.8999999999999999,0.9885726514016691,0.837870885336117,0.0,3
1000082170,5108,0.6691538722799252,0.6691538722799252,high,medium,0.3022222222222222,0.7555555555555555,45.0,34,False,0.8999999999999999,0.9859928168291431,0.8404428001680508,0.0,3
29805,5099,0.692749427320863,0.692749427320863,high,medium,0.36444444444444446,0.9111111111111111,45.0,41,False,0.8999999999999999,0.9832618025751072,0.835461926853759,0.0,3
28853,5099,0.6599468738938652,0.6599468738938652,high,medium,0.28444444444444444,0.7111111111111111,45.0,32,False,0.8999999999999999,0.9792490354401177,0.835461926853759,0.0,3
32269,5099,0.6980686730477752,0.6980686730477752,high,medium,0.37333333333333335,0.9333333333333333,45.0,42,False,0.8999999999999999,0.9920802534318901,0.835461926853759,0.0,3
1000082307,5099,0.6872505638635795,0.6872505638635795,high,medium,0.3466666666666667,0.8666666666666667,45.0,39,False,0.8999999999999999,0.9913230408442446,0.835461926853759,0.0,3
40439,5116,0.7595423986660568,7.2288302245495935,high,critical,0.5244444444444445,1.3111111111111111,45.0,59,False,0.8999999999999999,0.9930110059526358,0.8410827979850122,4999.779999999999,3
1000075869,5115,0.7229417517171602,0.7229417517171602,high,high,0.43555555555555553,1.0888888888888888,45.0,49,False,0.8999999999999999,0.9901944834726022,0.837870885336117,0.0,3
34627,5099,0.6577323026634665,0.6577323026634665,high,medium,0.27555555555555555,0.6888888888888889,45.0,31,False,0.8999999999999999,0.9859539570659019,0.835461926853759,0.0,3
1000068305,5103,0.6649584302888359,0.6649584302888359,high,medium,0.29333333333333333,0.7333333333333333,45.0,33,False,0.8999999999999999,0.9821006836544437,0.8413664014974263,0.0,3
34627,5115,0.6584457413647085,0.6584457413647085,high,medium,0.27555555555555555,0.6888888888888889,45.0,31,False,0.8999999999999999,0.9877144317103438,0.837870885336117,0.0,3
6525,5099,0.7084685618425117,0.7084685618425117,high,high,0.4,1.0,45.0,45,False,0.8999999999999999,0.990746364072239,0.835461926853759,0.0,3
8191,5099,0.7443067687710778,0.7443067687710778,high,high,0.48888888888888893,1.2222222222222223,45.0,55,False,0.8999999999999999,0.9921596209372917,0.835461926853759,0.0,3
2975,5115,0.6979921956839349,0.6979921956839349,high,medium,0.37333333333333335,0.9333333333333333,45.0,42,False,0.8999999999999999,0.9898911477509205,0.837870885336117,0.0,3
11018,5099,0.7442731083829244,0.7442731083829244,high,high,0.48888888888888893,1.2222222222222223,45.0,55,False,0.8999999999999999,0.9919913189965245,0.835461926853759,0.0,3
29271,5099,0.6615362808464724,0.6615362808464724,high,medium,0.28444444444444444,0.7111111111111111,45.0,32,False,0.8999999999999999,0.9871960702031546,0.835461926853759,0.0,3
10111,5099,0.670464896975264,0.670464896975264,high,medium,0.3111111111111111,0.7777777777777778,45.0,35,False,0.8999999999999999,0.9785058175137782,0.835461926853759,0.0,3
1000082043,5103,0.711922165160387,0.711922165160387,high,high,0.40888888888888886,1.0222222222222221,45.0,46,False,0.8999999999999999,0.9858082469010878,0.8413664014974263,0.0,3
1000042603,5099,0.6931617929208533,0.6931617929208533,high,medium,0.36444444444444446,0.9111111111111111,45.0,41,False,0.8999999999999999,0.9853236305750589,0.835461926853759,0.0,3
29795,5115,0.6986233032841582,0.6986233032841582,high,medium,0.37333333333333335,0.9333333333333333,45.0,42,False,0.8999999999999999,0.9930466857520369,0.837870885336117,0.0,3
4048,5099,0.722637863401743,0.722637863401743,high,high,0.43555555555555553,1.0888888888888888,45.0,49,False,0.8999999999999999,0.990481760757284,0.835461926853759,0.0,3
1000081881,5107,0.709248053921972,0.709248053921972,high,high,0.4,1.0,45.0,45,False,0.8999999999999999,0.9893270307252146,0.8425509851795274,0.0,3
29477,5099,0.7181682047253206,0.7181682047253206,high,high,0.42666666666666664,1.0666666666666667,45.0,48,False,0.8999999999999999,0.9859112451529513,0.835461926853759,0.0,3
26192,5099,0.6577844418415457,0.6577844418415457,high,medium,0.27555555555555555,0.6888888888888889,45.0,31,False,0.8999999999999999,0.9862146529562982,0.835461926853759,0.0,3
41062,5099,0.6979219043353033,0.6979219043353033,high,medium,0.37333333333333335,0.9333333333333333,45.0,42,False,0.8999999999999999,0.9913464098695304,0.835461926853759,0.0,3
1000076744,5099,0.7225326946507573,0.7225326946507573,high,high,0.43555555555555553,1.0888888888888888,45.0,49,False,0.8999999999999999,0.9899559170023561,0.835461926853759,0.0,3
6716,5108,0.6844269642428947,0.6844269642428947,high,medium,0.3466666666666667,0.8666666666666667,45.0,39,False,0.8999999999999999,0.973469387755102,0.8404428001680508,0.0,3
7000,5115,0.6690172000695264,0.6690172000695264,high,medium,0.3022222222222222,0.7555555555555555,45.0,34,False,0.8999999999999999,0.9872383919010999,0.837870885336117,0.0,3
1000058696,5099,0.7211256017137151,0.7211256017137151,high,high,0.43555555555555553,1.0888888888888888,45.0,49,False,0.8999999999999999,0.9829204523171449,0.835461926853759,0.0,3
1000078373,5099,0.7432831699085902,0.7432831699085902,high,high,0.48888888888888893,1.2222222222222223,45.0,55,False,0.8999999999999999,0.9870416266248545,0.835461926853759,0.0,3
28478,5115,0.6681313434637873,0.6681313434637873,high,medium,0.3022222222222222,0.7555555555555555,45.0,34,False,0.8999999999999999,0.9828091088724045,0.837870885336117,0.0,3
7283,5099,0.6649943172449566,0.6649943172449566,high,medium,0.3022222222222222,0.7555555555555555,45.0,34,False,0.8999999999999999,0.9689306966400192,0.835461926853759,0.0,3
14674,5099,0.7587728014394872,0.7587728014394872,high,high,0.5244444444444445,1.3111111111111111,45.0,59,False,0.8999999999999999,0.9933786731682279,0.835461926853759,0.0,3
1000056820,5099,0.736961023103772,0.736961023103772,high,high,0.47111111111111115,1.1777777777777778,45.0,53,False,0.8999999999999999,0.9909864481563189,0.835461926853759,0.0,3
238,5099,0.685276925711136,0.685276925711136,high,medium,0.3466666666666667,0.8666666666666667,45.0,39,False,0.8999999999999999,0.9814548500820273,0.835461926853759,0.0,3
40890,5103,0.6930625723085487,0.6930625723085487,high,medium,0.36444444444444446,0.9111111111111111,45.0,41,False,0.8999999999999999,0.9803991715307852,0.8413664014974263,0.0,3
41964,5115,0.6820520930029591,0.6820520930029591,high,medium,0.3377777777777778,0.8444444444444444,45.0,38,False,0.8999999999999999,0.981301745457152,0.837870885336117,0.0,3
24279,5103,0.661119693855883,0.661119693855883,high,medium,0.29333333333333333,0.7333333333333333,45.0,33,False,0.8999999999999999,0.9629070014896786,0.8413664014974263,0.0,3
1000065508,5099,0.6550205889616438,0.6550205889616438,high,medium,0.27555555555555555,0.6888888888888889,45.0,31,False,0.8999999999999999,0.972395388556789,0.835461926853759,0.0,3
33931,5115,0.6895473603022643,0.6895473603022643,high,medium,0.3555555555555555,0.8888888888888888,45.0,40,False,0.8999999999999999,0.9832225263981227,0.837870885336117,0.0,3
35674,5099,0.7324567700328015,0.7324567700328015,high,high,0.4622222222222222,1.1555555555555554,45.0,52,False,0.8999999999999999,0.9862429605792438,0.835461926853759,0.0,3
16694,5099,0.7088412183502484,0.7088412183502484,high,high,0.40888888888888886,1.0222222222222221,45.0,46,False,0.8999999999999999,0.9748318688331451,0.835461926853759,0.0,3
39181,5099,0.7182981852919141,0.7182981852919141,high,high,0.42666666666666664,1.0666666666666667,45.0,48,False,0.8999999999999999,0.9865611479859189,0.835461926853759,0.0,3
35572,5099,0.6936094755649658,0.6936094755649658,high,medium,0.36444444444444446,0.9111111111111111,45.0,41,False,0.8999999999999999,0.9875620437956204,0.835461926853759,0.0,3
1000078468,5099,0.7474282472866454,0.7474282472866454,high,high,0.49777777777777776,1.2444444444444445,45.0,56,False,0.8999999999999999,0.9899892357373519,0.835461926853759,0.0,3
15451,5099,0.7320137334725083,0.7320137334725083,high,high,0.4622222222222222,1.1555555555555554,45.0,52,False,0.8999999999999999,0.9840277777777777,0.835461926853759,0.0,3
39969,5115,0.6827502692571508,0.6827502692571508,high,medium,0.3377777777777778,0.8444444444444444,45.0,38,False,0.8999999999999999,0.9847926267281105,0.837870885336117,0.0,3
5879,5099,0.7573293428464822,0.7573293428464822,high,high,0.5244444444444445,1.3111111111111111,45.0,59,False,0.8999999999999999,0.9861613802032028,0.835461926853759,0.0,3
39951,5115,0.6275619201633065,0.6275619201633065,high,medium,0.24888888888888888,0.6222222222222222,45.0,28,False,0.8615384615384615,0.9797288710019063,0.7778398334850284,0.0,3
33847,5103,0.7445557231294783,0.7445557231294783,high,high,0.48888888888888893,1.2222222222222223,45.0,55,False,0.8999999999999999,0.9889760367465441,0.8413664014974263,0.0,3
23950,5099,0.6835690834697676,0.6835690834697676,high,medium,0.3466666666666667,0.8666666666666667,45.0,39,False,0.8999999999999999,0.972915638875185,0.835461926853759,0.0,3
