product_id,analytic_block,category,family,product_total_revenue,product_total_units,product_frequency,rolling_sales_30d,product_growth_30d,product_return_rate,product_customer_count,product_embedding_0,product_embedding_1,product_embedding_2,product_embedding_3
4565,Commodities,Categoria C1,Familia C1,7032034.55,72199,228.15485996705107,116197.01,-0.288669810149535,0.011986425012636292,2411,0.28456255713972683,-0.13401755358121814,0.049366101549375124,0.7997596094315965
4566,Commodities,Categoria C1,Familia C1,14830620.93,152120,470.2965403624382,235849.27759999988,-0.27068660151154444,0.014432339650401093,4315,0.5291692278037132,-0.31420803744744497,-0.26593513656430806,0.1422995417858831
3399,Commodities,Categoria C1,Familia C1,317285.72,2181,21.974627688913404,9662.12,-0.4196689822966354,0.024096385542168676,574,0.04869807836885934,-0.01022772832782652,-0.008118226225833218,0.012512406959661833
178,Commodities,Categoria C1,Familia C1,403306.0,3957,17.206611570247933,10535.6,0.057219451337531944,0.03650336215177714,277,0.02278203583260668,-0.0080767194666809,-0.0036936281774558512,0.0010567380881939222
4567,Commodities,Categoria C1,Familia C1,2533092.43,19757,155.33772652388797,46550.799999999996,-0.1623169680534236,0.016438646728179022,3570,0.3637099637130279,-0.2173962590333731,-0.11382106897588677,-0.053004808031466455
3408,Commodities,Categoria C1,Familia C1,6971152.31,112280,347.6112026359143,107715.31000000001,-0.20909682516967315,0.01720379146919431,3625,0.39616851476100823,-0.26579403599584966,-0.23863669785286526,-0.555627153743574
4911,Commodities,Categoria C2,Familia C2,3853944.47,50180,138.5352422907489,83793.67,-0.13926607857087187,0.016932983544001908,2007,0.24145637733609018,-0.057307349019540196,0.6252934032148681,-0.11080804436392898
4912,Commodities,Categoria C2,Familia C2,6083145.62,171193,220.1482701812191,86354.03,-0.19399567400751289,0.009803187906907132,1955,0.24371042481706348,-0.05396502563657902,0.6719338551145392,-0.11072047937414385
5100,Productos Técnicos,Categoria T1,Familia T1,1259429.45,6010,39.17627677100494,22647.879999999997,-0.2821641180315066,0.049201009251471826,450,0.047043664587719955,0.08527080052570672,-0.010904643922106695,0.003058739351429061
5099,Productos Técnicos,Categoria T1,Familia T1,15701440.77,58709,337.77594728171334,180972.14,-0.3559203308103826,0.024142808369506902,2902,0.3386210941268278,0.6055599036801798,-0.06037409188433977,0.0197811216612585
5108,Productos Técnicos,Categoria T1,Familia T1,4054655.41,8046,79.48929159802306,48909.5,-0.41123206397231854,0.05450777202072539,1147,0.1378441283442483,0.25130271122478715,-0.05179475949506018,-0.040847010418986966
5382,Productos Técnicos,Categoria T1,Familia T1,266705.77999999997,350,10.207792207792208,16531.47,-0.47441142032895645,0.0,138,0.01621091852082951,0.019170582072485804,-0.007924963570892951,-0.002580478561825841
5381,Productos Técnicos,Categoria T1,Familia T1,98961.5,355,7.41222366710013,8421.84,-0.46462955901373987,0.09473684210526316,111,0.010335896671419164,0.017915644817036776,-0.006681666203155059,0.001765694823523869
5107,Productos Técnicos,Categoria T1,Familia T1,2452041.04,4774,52.56198347107438,49430.380000000005,-0.08674552437513035,0.05157232704402516,911,0.10457753299248955,0.2022690119047774,-0.051042480649696804,-0.003253980082495595
5103,Productos Técnicos,Categoria T1,Familia T1,4503464.07,5583,69.70345963756178,30789.63,-0.5690623347136847,0.008272276057669581,1130,0.13347937273680807,0.21373636479637884,-0.05707269393886711,-0.0213695360922026
5104,Productos Técnicos,Categoria T1,Familia T1,28154.82,111,1.108695652173913,3545.2747999999997,0.20916861305530143,0.0196078431372549,34,0.002911182656472188,0.0023391546415363063,0.00036333008671541033,0.0009423192785684932
5105,Productos Técnicos,Categoria T1,Familia T1,373791.44,1237,11.639226914817465,8508.09,-0.5107729322563936,0.014760147601476014,166,0.018290936212230928,0.019043696763595346,-0.0004886003236566189,-0.0014420572942301954
5106,Productos Técnicos,Categoria T1,Familia T1,301683.49,1000,7.680268306316378,9019.46,-0.3071820515089831,0.015283842794759825,153,0.015763842823734508,0.023067068643640713,-0.0022201920011452156,-0.00022206354477294699
5102,Productos Técnicos,Categoria T1,Familia T2,1172449.38,3156,30.358974358974358,27892.04,-0.43496328412552304,0.02364864864864865,509,0.05620421925813644,0.11398573488549588,-0.015601483104125949,-0.013050665999395118
5115,Productos Técnicos,Categoria T1,Familia T2,7758361.06,18130,167.2158154859967,57555.97,-0.5895710224839694,0.048866995073891625,1858,0.23138979768548254,0.4462597538385413,-0.032335830362612845,-0.032784220644030804
5116,Productos Técnicos,Categoria T1,Familia T2,1224028.27,2062,24.31404958677686,18608.79,-0.4439402197494363,0.008837525492861998,499,0.05964048374808699,0.11102571434619214,-0.020737888048447874,-0.004251056728135153
5119,Productos Técnicos,Categoria T1,Familia T2,479678.99,1373,11.552486187845304,13470.61,-0.24895530613093947,0.005738880918220947,227,0.027435652267884195,0.04553214125534983,-0.0024225057682738804,0.0016797966888731242
5118,Productos Técnicos,Categoria T1,Familia T2,829433.12,1955,17.64218663721701,9233.31,-0.26824936539624405,0.004694835680751174,349,0.040899864334235744,0.06842031999677535,-0.007260601009316862,-0.0020353433760426287
5112,Productos Técnicos,Categoria T1,Familia T2,660166.42,1740,19.584685269305645,11640.12,-0.36838051755645107,0.008946322067594433,248,0.028599944469771415,0.0484001374958796,-0.012942886859439139,0.009467075452545088
5117,Productos Técnicos,Categoria T1,Familia T2,123438.08,405,4.125835189309576,4518.849999999999,-0.6148676401567977,0.012145748987854251,107,0.009478712222280578,0.01276088115013744,-0.002257424165147136,-0.0005362128244437623
