client_id,product_id,rolling_sales_30d,sales_growth_30d,days_since_last_product_order,client_product_frequency,client_product_avg_ticket,client_product_return_rate,campaign_lift_product,client_product_total_revenue,client_product_total_orders
36492,5108,2110.2415999999844,0.0,6,3.6589403973509933,623.8610407239819,0.0,-0.09390256374645059,137873.29,221
1000075255,5099,2110.2415999999844,-0.3333333333333333,7,1.3515016685205785,1208.2048148148149,0.0,0.022427592861527106,97864.59,81
31366,5099,651.02,0.0,145,1.1612903225806452,1541.5306666666665,0.016666666666666666,0.05888281833135707,92491.84,60
1000068305,5099,2110.2415999999844,0.0,395,2.18104062722737,803.3896078431374,0.0,0.5565034012439699,81945.74,102
36492,5099,959.36,0.0,10,4.214601769911504,317.97476377952756,0.0,-0.0828611550139404,80765.59,254
36492,5107,470.0,-0.6666666666666666,13,2.5361512791991103,527.9747368421052,0.0,0.1890300944823708,80252.16,152
1000080460,5099,2110.2415999999844,0.0,28,1.1590145576707727,1095.0402898550724,0.0,0.03843712411843722,75557.78,69
1000075177,5099,1199.23,0.0,77,1.206896551724138,1069.9815714285714,0.0,0.3933627128244273,74898.71,70
36492,5103,2110.2415999999844,0.0,6,1.5066225165562914,822.6094505494506,0.0,-0.15810016484604017,74857.46,91
25307,5099,2055.8199999999997,-0.6666623428845679,14,1.0689655172413792,1129.0295161290323,0.0,-0.13306571083598598,69999.83,62
1000060942,5099,697.96,0.0,10,2.046864231564438,703.6833333333333,0.43434343434343436,0.16745763438468964,69664.65,99
11999,5100,1502.42,-0.9333328600132056,18,3.686797752808989,396.77617142857144,0.0,0.6357888104132366,69435.83,175
40897,5099,1678.9299999999998,-1.0,33,1.443661971830986,811.3479268292683,0.0,-0.15872527649567425,66530.53,82
1000079674,5099,1199.23,0.0,264,0.9928617780661908,1281.0354901960786,0.0,0.5285677744453139,65332.810000000005,51
29795,5099,1603.54,0.0,88,1.2990052662375657,866.9041891891891,0.0,0.33573914305881003,64150.909999999996,74
1000068212,5099,2110.2415999999844,0.0,69,0.9499136442141624,1129.3732727272727,0.0,0.1932898027366947,62115.53,55
42046,5115,2110.2415999999844,-0.3333404476316501,19,1.2167553191489362,1015.775737704918,0.0,-0.09739876555555846,61962.32,61
1000080459,5099,1199.23,0.0,19,0.7774647887323944,1284.3963043478261,0.0,0.3422638858346431,59082.23,46
30870,5099,2055.8199999999997,-0.4999981759081242,18,1.8537414965986396,537.0722935779817,0.0,-0.40686482725429746,58540.88,109
30335,5099,1164.98,-0.2499957080808254,18,1.078046041549691,900.369375,0.0,-0.1555554551405504,57623.64,64
1000076771,5108,2110.2415999999844,0.0,691,1.2477396021699818,1200.2641304347826,0.0,0.9572197484532053,55212.15,46
4767,5099,2110.2415999999844,0.0,398,1.1973875181422353,982.2474545454545,0.0,0.21380080336833968,54023.61,55
1000080175,5108,2110.2415999999844,0.0,740,1.0654205607476637,1403.0363157894737,0.0,0.1400793164659735,53315.380000000005,38
9448,3408,2110.2415999999844,0.0,6,0.957983193277311,933.5731578947368,0.0,0.10300770440961493,53213.67,57
1000060942,5100,2110.2415999999844,-0.5833299023307944,10,2.610340479192938,768.4630434782608,0.7536231884057971,-0.07238714471556305,53023.95,69
32845,5099,479.66,-0.5000416927246195,7,2.1023359288097887,418.6721428571429,0.007936507936507936,0.10810098887421579,52752.69,126
1430,5103,1546.48,0.0,73,0.7192982456140351,1264.3707317073172,0.0,0.2115059551006107,51839.200000000004,41
7000,5099,479.7,0.0,24,0.7832009080590239,1121.1691304347826,0.0,-1.0,51573.78,46
26095,5099,2110.2415999999844,0.0,13,0.5788876276958003,1507.2717647058823,0.0,0.687531850860453,51247.24,34
1000077509,5099,1370.54,0.0,77,1.1430246189917936,786.7195384615385,0.015384615384615385,0.2978496464474633,51136.770000000004,65
11999,4565,1771.72,-0.4615544923282652,27,3.6659192825112106,229.54894495412844,0.0,0.547783364670084,50041.67,218
1000073983,5099,719.53,-1.0,40,0.8018593840790238,1085.5571739130435,0.0,0.05971769587509207,49935.63,46
7362,5099,2110.2415999999844,-0.5,17,0.5858701895462378,1467.8158823529411,0.0,-0.005370017420471825,49905.74,34
39951,5107,2110.2415999999844,0.0,28,0.6662870159453304,1278.6451282051282,0.0,-0.19786610392602735,49867.16,39
1000081983,4912,1550.34,0.0,17,0.8280621046578494,1038.5791666666667,0.0,0.03961681410418635,49851.8,48
42046,5103,1649.57,-1.0,52,0.698529411764706,1310.7094736842105,0.0,-0.005494373950061564,49806.96,38
39038,5115,716.68,0.0,227,1.6140602582496413,651.2472,0.41333333333333333,-0.2960977545022066,48843.54,75
39965,5099,2110.2415999999844,0.0,16,0.8286358511837655,993.5402040816326,0.0,0.05044936451596198,48683.47,49
40897,5115,1929.28,-1.0,33,1.1544991511035654,706.3854411764705,0.0,0.030902904542838075,48034.21,68
38978,5115,1653.64,-0.6666666666666666,14,0.7001166861143524,1197.96975,0.0,-0.6803308954640737,47918.79,40
29150,5099,1343.83,-0.16665839834302795,17,0.6239460370994941,1294.4475675675676,0.0,-0.1387022169316989,47894.56,37
1000081216,4566,1328.7800000000002,-0.5999986453719132,18,1.1339633129516398,698.3642647058823,0.0,0.026672120064842205,47488.77,68
1000077135,5115,0.0,0.0,293,0.7820855614973262,1216.968717948718,0.02564102564102564,0.9572197484532053,47461.78,39
1000064974,5099,1645.99,0.0,402,0.6272530641672674,1620.8327586206897,0.0,0.005248401877629453,47004.15,29
33122,5119,330.99,0.0,11,0.8351893095768375,936.0486,0.02,0.25886509106426664,46802.43,50
1000063806,5099,1075.04,-1.0,56,0.9178470254957507,857.3096296296296,0.018518518518518517,0.23473660361510373,46294.72,54
35886,5115,2110.2415999999844,-1.0,32,0.8343195266272189,949.6089361702128,0.0,0.008159523118941605,44631.62,47
36492,5100,1877.9900000000002,-0.12499334398296057,6,3.065296251511487,263.94934911242603,0.0,-0.3318256377463519,44607.44,169
