client_id,postal_code,province,customer_total_revenue,customer_total_orders,customer_avg_ticket,customer_frequency,customer_frequency_log1p,days_since_last_order,is_active_customer,return_rate_30d,campaign_lift,coefficient_variation_30d,client_embedding_0,client_embedding_1,client_embedding_2,client_embedding_3
36492,31003.0,Navarra,438800.9,496,884.6792338709678,2.0,1.0986122886681098,6,True,0.0,0.07702025486691706,0.8647989625709398,18.074477840678657,10.503907512684435,-0.7659277693374374,-0.3181044280600288
1000060942,11402.0,Cádiz,205018.72,138,1485.6428985507246,2.0,1.0986122886681098,10,True,0.0,0.4122533752830873,0.5605385829295898,8.793204906360097,15.68043863984964,-2.5991600601595444,-0.4643701063973693
11999,15008.0,A Coruña,167343.97,399,419.4084461152882,2.0,1.0986122886681098,18,True,0.0,0.8468465577788317,0.4617086616962365,15.493967640128812,2.628447786652521,3.7142069173773398,2.7341501922930136
27694,21003.0,Huelva,162178.02,152,1066.9606578947369,2.0,1.0986122886681098,17,True,0.0,0.32377141425845196,0.5413379493951957,19.11148755396356,7.085584967442228,-2.1046260223315847,-3.0103100737882156
36639,8007.0,Barcelona,160470.23,140,1146.2159285714285,2.0,1.0986122886681098,19,True,0.0,0.7122174610316612,0.33625898535550935,19.80321748049041,10.179749363168682,-7.397707375962553,-5.73945271172058
40897,3007.0,Alicante,154219.83,128,1204.842421875,2.0,1.0986122886681098,33,True,0.0,-0.12333281103624863,0.11561666497322724,22.833760686370415,3.809798187361015,1.3253888134697625,3.537350929935177
1000068212,28860.0,Madrid,152953.23,129,1185.6839534883723,2.0,1.0986122886681098,12,True,0.0,1.5670022822534382,0.41121819673360005,22.25668588339296,4.831747434480289,6.064954371254808,-5.7909583780378275
4767,28047.0,Madrid,151023.96,164,920.8778048780488,2.0,1.0986122886681098,24,True,0.0,0.5253375264383641,1.3160063078200248,17.930864958376322,10.480322558089442,1.5489514292202733,-7.228367284338085
38978,28002.0,Madrid,143462.55,152,943.8325657894736,2.0,1.0986122886681098,14,True,0.0,-0.27911673476919724,0.7617434286705632,23.97922738898663,4.565159563325873,5.833044174167725,-1.7788156420473167
42046,28915.0,Madrid,139804.55,73,1915.1308219178081,1.3153153153153154,0.8395458835828857,19,True,0.0,-0.23267778877262735,0.5189738023243089,14.208970084616016,14.840310397059039,-3.888495958610611,4.247324250804149
11156,0.0,,138869.09,64,2169.82953125,1.5686274509803924,0.9433716904768259,580,False,0.0,0.2731417537000244,0.0,9.202590995931912,16.789530405769067,-2.2797244422804837,-0.46742584654232433
1000082069,11300.0,Cádiz,136652.06,97,1408.7841237113403,1.7229129662522202,1.0017022507321238,24,True,0.0,-0.36953028958558615,0.3517978185831053,16.255314405437073,10.182923225332384,-5.22711770841655,0.41618507738142535
27238,17230.0,Girona,135944.7,81,1678.3296296296298,1.3846153846153846,0.8690378470236095,24,True,0.0,-1.0,0.8963180716677766,21.603685513735815,11.730696207968219,1.033710173405193,4.12857949987943
1000075255,46015.0,Valencia,135875.29,111,1224.1017117117117,1.8520578420467186,1.0480407835689405,7,True,0.0,-0.14148548869274516,0.6851931617939395,11.883915145151251,12.992462198288502,10.096944142323963,-2.2271742705749817
28478,8914.0,Barcelona,135612.48,90,1506.8053333333335,1.5177065767284992,0.9233483985414649,27,True,0.0,-0.4239303295564498,0.38701433747740716,25.391604754633317,3.5111051308975925,6.338460904826276,-0.2632538807781979
32845,28033.0,Madrid,133581.41,180,742.1189444444444,2.0,1.0986122886681098,7,True,0.0,0.30967246825379996,0.4868972676503988,16.105800087040603,4.341822512237956,-6.337642362630411,-2.028445468974524
1000068305,5001.0,Ávila,133089.58,119,1118.399831932773,2.0,1.0986122886681098,17,True,0.0,0.5304502521508163,0.6514415532667699,14.998831433588053,6.683152129358959,-5.519812271293349,-1.3865217594532475
40439,50001.0,Zaragoza,131720.0,131,1005.4961832061068,2.0,1.0986122886681098,13,True,0.0,2.2858959659990767,0.9711229133261247,13.552085001922215,2.956710256974855,6.577828353418767,-0.8382378399736824
30857,48960.0,Vizcaya,128583.24,95,1353.5077894736842,1.6038266741699494,0.9569821607523483,6,True,0.0,0.49814817117371396,0.039327949064257975,21.6802670725546,4.1571899873034495,1.4621293283174726,-6.153815187566661
7000,8911.0,Barcelona,125791.85,117,1075.144017094017,1.9708029197080292,1.0888322596144702,24,True,0.0,-0.35735701602944164,0.861614494340371,21.89887695169523,3.2107126663435874,5.778514247678096,-6.5916730113784645
1000075177,6004.0,Badajoz,125468.18000000001,115,1091.027652173913,1.8987341772151898,1.064274151087218,0,True,0.0,0.4868134172050463,0.0,23.167411585582364,9.37845691265808,-1.1056526633647104,3.567204756753742
33122,41018.0,Sevilla,123392.22,81,1523.3607407407408,1.3530066815144766,0.8556939493138571,11,True,0.0,-0.0282017670698446,0.0,15.398329376511278,6.651991495531745,-3.904284208826209,8.070423508096187
1000080460,28814.0,Madrid,123358.43,75,1644.7790666666665,1.25979843225084,0.8152756200370552,28,True,0.0,0.21301974434015647,0.15346278408122924,13.758702007995186,6.844827206616084,-5.110024430091032,-3.485199146634062
34627,19005.0,Guadalajara,118616.22,103,1151.613786407767,1.7626925270964062,1.0162057574819947,31,True,0.0,-0.1365771688912529,0.8701385719718043,14.212487715601332,9.0603424800712,-2.6669793978245524,4.726076734028653
4549,28940.0,Madrid,113299.46,62,1827.4106451612904,1.0426008968609866,0.7142239452398943,34,True,0.0,-0.324081477938323,0.30356362693252786,16.000460123130804,11.756495872098116,-3.474340247996092,4.6426188586209305
